image_path,target
/Users/macbook/Downloads/gestures to speech/Train/Images/O/7.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/142.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/173.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/3.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/82.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/21.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/174.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/13.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/88.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/43.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/85.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/67.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/21.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/161.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/111.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/153.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/145.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/106.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/91.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/133.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/16.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/133.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/32.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/169.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/92.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/78.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/5.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/131.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/111.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/119.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/128.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/47.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/136.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/93.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/134.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/139.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/154.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/77.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/120.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/164.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/51.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/53.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/43.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/127.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/12.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/138.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/121.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/43.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/97.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/100.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/68.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/82.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/168.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/76.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/90.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/129.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/126.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/126.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/52.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/124.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/92.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/173.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/49.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/31.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/151.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/89.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/31.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/159.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/48.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/119.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/35.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/176.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/122.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/81.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/24.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/5.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/33.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/48.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/13.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/9.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/76.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/25.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/39.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/15.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/118.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/66.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/24.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/130.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/91.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/166.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/53.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/125.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/168.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/59.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/137.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/164.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/174.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/128.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/31.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/10.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/60.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/25.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/113.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/1.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/90.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/5.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/157.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/8.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/165.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/54.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/16.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/96.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/90.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/4.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/33.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/140.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/21.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/72.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/170.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/102.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/134.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/157.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/175.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/42.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/104.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/142.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/118.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/30.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/133.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/3.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/1.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/154.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/10.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/172.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/69.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/73.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/105.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/36.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/21.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/64.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/155.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/147.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/123.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/146.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/9.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/8.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/113.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/143.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/53.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/100.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/21.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/175.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/124.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/43.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/145.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/122.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/160.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/85.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/102.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/9.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/4.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/38.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/150.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/118.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/170.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/8.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/124.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/7.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/8.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/171.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/147.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/44.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/6.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/59.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/164.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/21.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/73.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/176.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/94.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/3.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/166.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/129.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/3.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/33.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/96.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/174.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/29.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/142.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/87.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/45.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/25.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/135.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/154.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/32.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/91.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/154.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/171.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/132.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/158.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/63.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/167.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/88.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/78.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/6.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/153.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/65.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/89.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/88.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/107.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/71.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/1.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/177.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/54.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/166.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/37.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/154.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/119.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/61.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/95.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/120.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/145.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/173.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/91.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/25.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/16.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/157.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/121.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/68.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/34.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/108.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/165.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/75.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/141.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/45.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/75.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/38.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/40.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/112.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/0.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/155.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/51.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/155.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/126.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/83.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/148.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/121.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/119.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/56.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/143.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/64.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/33.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/42.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/142.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/107.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/58.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/155.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/32.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/116.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/17.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/119.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/47.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/104.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/153.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/125.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/177.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/153.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/80.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/50.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/118.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/146.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/94.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/58.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/83.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/177.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/85.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/77.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/158.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/45.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/56.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/29.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/107.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/174.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/75.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/37.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/63.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/92.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/136.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/38.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/178.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/137.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/149.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/70.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/164.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/24.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/7.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/47.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/141.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/107.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/86.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/71.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/79.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/151.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/147.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/62.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/26.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/98.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/178.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/157.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/29.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/66.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/141.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/62.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/66.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/7.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/155.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/102.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/92.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/28.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/104.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/23.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/26.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/130.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/59.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/149.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/23.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/45.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/112.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/100.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/54.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/7.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/51.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/43.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/135.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/124.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/105.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/174.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/101.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/108.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/73.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/115.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/33.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/95.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/151.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/103.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/134.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/138.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/155.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/127.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/74.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/24.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/101.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/135.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/148.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/106.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/79.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/168.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/114.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/165.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/95.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/109.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/146.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/50.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/166.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/55.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/112.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/137.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/5.jpg,19.0
